Purchase ID,Location,Product ID,Order Date,Delivery Date,Order Quantity,Stock Balance,Stock Value
P100434,Ceres,P049,11/11/2024,11/28/2024,231,28,9464
P100435,Ceres,P041,11/12/2024,12/1/2024,340,0,0
P100436,Ceres,P009,11/12/2024,11/22/2024,156,19,5244
P100437,Basalt,P014,11/12/2024,12/9/2024,583,82,23042
P100438,Apsis,P070,11/12/2024,11/28/2024,229,27,9450
P100439,Basalt,P069,11/12/2024,12/6/2024,658,72,7056
P100440,Ceres,P060,11/12/2024,12/8/2024,255,31,10478
P100441,Basalt,P002,11/12/2024,11/29/2024,651,0,0
P100442,Basalt,P062,11/12/2024,11/29/2024,510,0,0
P100443,Ceres,P018,11/13/2024,12/7/2024,275,0,0
P100444,Ceres,P025,11/13/2024,12/7/2024,287,0,0
P100445,Apsis,P031,11/14/2024,12/11/2024,343,34,7140
P100446,Basalt,P029,11/15/2024,12/22/2024,260,29,25955
P100447,Ceres,P045,11/15/2024,12/1/2024,92,10,14650
P100448,Apsis,P019,11/15/2024,12/22/2024,258,36,127512
P100449,Apsis,P042,11/16/2024,12/4/2024,132,13,20306
P100450,Apsis,P018,11/16/2024,12/1/2024,259,0,0
P100451,Ceres,P065,11/16/2024,12/7/2024,157,13,1430
P100452,Ceres,P034,11/17/2024,12/25/2024,219,33,7623
P100453,Apsis,P056,11/17/2024,11/27/2024,190,23,1564
P100454,Ceres,P038,11/17/2024,11/27/2024,167,23,105455
P100455,Ceres,P058,11/17/2024,12/24/2024,182,24,2304
P100456,Apsis,P041,11/17/2024,12/24/2024,280,28,47180
P100457,Ceres,P004,11/17/2024,12/14/2024,144,12,1668
P100458,Apsis,P060,11/18/2024,12/10/2024,342,55,18590
P100459,Basalt,P013,11/18/2024,11/29/2024,505,61,20740
P100460,Basalt,P018,11/19/2024,12/27/2024,542,0,0
P100461,Ceres,P018,11/20/2024,12/27/2024,175,21,62034
P100462,Basalt,P039,11/20/2024,12/21/2024,828,83,127986
P100463,Ceres,P052,11/20/2024,12/2/2024,129,15,5325
P100464,Apsis,P004,11/20/2024,12/22/2024,110,11,1529
P100465,Ceres,P047,11/20/2024,12/16/2024,182,27,6588
P100466,Apsis,P055,11/21/2024,12/9/2024,225,23,4761
P100467,Basalt,P008,11/21/2024,12/2/2024,197,30,2400
P100468,Basalt,P032,11/22/2024,12/2/2024,640,77,27643
P100469,Ceres,P007,11/22/2024,12/23/2024,193,23,7383
P100470,Basalt,P016,11/23/2024,12/7/2024,463,0,0
P100471,Basalt,P063,11/24/2024,12/22/2024,247,27,7938
P100472,Apsis,P038,11/25/2024,12/26/2024,405,61,279685
P100473,Basalt,P042,11/25/2024,1/2/2025,376,38,59356
P100474,Basalt,P044,11/26/2024,12/8/2024,442,0,0
P100475,Apsis,P022,11/26/2024,12/21/2024,233,33,80883
P100476,Ceres,P044,11/26/2024,12/7/2024,544,0,0
P100477,Ceres,P002,11/27/2024,12/30/2024,401,0,0
P100478,Ceres,P014,11/27/2024,12/31/2024,228,27,7587
P100479,Ceres,P059,11/27/2024,12/13/2024,102,8,1384
P100480,Ceres,P001,11/27/2024,12/29/2024,245,37,6660
P100481,Ceres,P057,11/28/2024,1/3/2025,226,32,7392
P100482,Apsis,P051,11/28/2024,12/15/2024,480,48,10944
P100483,Ceres,P008,11/28/2024,12/17/2024,185,28,2240
P100484,Ceres,P016,11/29/2024,12/16/2024,417,0,0
P100485,Ceres,P020,11/29/2024,1/6/2025,673,0,0
P100486,Ceres,P026,11/29/2024,1/5/2025,134,16,43168
P100487,Ceres,P062,11/30/2024,12/14/2024,84,7,714
P100488,Basalt,P022,11/30/2024,12/24/2024,212,32,78432
P100489,Basalt,P004,12/1/2024,12/28/2024,829,99,13761
P100490,Ceres,P036,12/1/2024,12/28/2024,570,0,0
P100491,Ceres,P050,12/1/2024,12/13/2024,162,23,5658
P100492,Ceres,P040,12/1/2024,12/27/2024,253,28,53088
P100493,Apsis,P036,12/2/2024,1/4/2025,132,13,1885
P100494,Basalt,P070,12/2/2024,1/7/2025,467,51,17850
P100495,Ceres,P039,12/2/2024,12/20/2024,182,18,27756
P100496,Apsis,P020,12/2/2024,12/20/2024,434,52,109824
P100497,Apsis,P034,12/3/2024,12/29/2024,209,25,5775
P100498,Basalt,P067,12/4/2024,1/2/2025,518,0,0
P100499,Apsis,P033,12/4/2024,1/10/2025,329,49,41748
P100500,Apsis,P045,12/4/2024,12/23/2024,459,64,93760
P100501,Apsis,P025,12/4/2024,1/9/2025,114,11,16973
P100502,Apsis,P018,12/4/2024,12/16/2024,390,47,138838
P100503,Ceres,P063,12/5/2024,12/17/2024,184,22,6468
P100504,Ceres,P006,12/6/2024,12/26/2024,132,13,4147
P100505,Basalt,P035,12/6/2024,1/6/2025,309,31,4123
P100506,Apsis,P065,12/6/2024,1/2/2025,234,21,2310
P100507,Basalt,P045,12/7/2024,12/17/2024,306,46,67390
P100508,Apsis,P007,12/8/2024,12/20/2024,253,38,12198
P100509,Basalt,P015,12/8/2024,12/25/2024,590,83,19422
P100510,Apsis,P030,12/8/2024,1/14/2025,391,47,9118
P100511,Apsis,P058,12/8/2024,12/27/2024,420,67,6432
P100512,Apsis,P016,12/9/2024,12/28/2024,576,0,0
P100513,Ceres,P067,12/10/2024,12/20/2024,118,9,2160
P100514,Apsis,P047,12/10/2024,12/20/2024,102,16,3904
P100515,Ceres,P048,12/11/2024,12/22/2024,304,0,0
P100516,Basalt,P003,12/11/2024,12/21/2024,331,50,11200
P100517,Ceres,P024,12/11/2024,1/1/2025,262,29,54955
P100518,Apsis,P002,12/12/2024,1/10/2025,215,22,1408
P100519,Ceres,P070,12/13/2024,1/8/2025,79,9,3150
P100520,Basalt,P020,12/14/2024,1/4/2025,220,24,50688
P100521,Apsis,P024,12/14/2024,1/12/2025,155,0,0
P100522,Basalt,P016,12/14/2024,1/5/2025,224,34,2856
P100523,Ceres,P032,12/14/2024,1/14/2025,182,22,7898
P100524,Apsis,P044,12/15/2024,12/27/2024,359,57,151563
P100525,Ceres,P016,12/16/2024,12/28/2024,295,38,3192
P100526,Apsis,P057,12/16/2024,1/1/2025,201,26,6006
P100527,Basalt,P034,12/16/2024,1/17/2025,247,35,8085
P100528,Apsis,P037,12/17/2024,1/3/2025,184,22,57156
P100529,Apsis,P048,12/19/2024,1/25/2025,174,26,5382
P100530,Apsis,P009,12/20/2024,1/12/2025,132,15,4140
P100531,Basalt,P044,12/20/2024,1/6/2025,237,33,87747
P100532,Apsis,P059,12/20/2024,1/12/2025,337,40,6920
P100533,Ceres,P003,12/20/2024,1/4/2025,212,25,5600
P100534,Apsis,P049,12/21/2024,1/26/2025,129,18,6084
P100535,Basalt,P048,12/21/2024,1/18/2025,609,85,17595
P100536,Basalt,P002,12/22/2024,1/5/2025,177,18,1152
P100537,Basalt,P036,12/23/2024,1/27/2025,201,24,3480
P100538,Basalt,P065,12/23/2024,1/28/2025,263,21,2310
P100539,Basalt,P041,12/23/2024,1/23/2025,640,70,117950
P100540,Basalt,P061,12/24/2024,1/3/2025,706,85,8415
P100541,Apsis,P006,12/24/2024,1/16/2025,206,31,9889
P100542,Apsis,P067,12/25/2024,1/13/2025,204,20,4800
P100543,Apsis,P062,12/25/2024,1/15/2025,386,58,5916
P100544,Basalt,P067,12/25/2024,1/19/2025,412,45,10800
P100545,Ceres,P061,12/26/2024,1/9/2025,231,32,3168
P100546,Basalt,P030,12/26/2024,1/13/2025,830,125,24250
P100547,Apsis,P050,12/26/2024,1/22/2025,149,22,5412
P100548,Basalt,P046,12/26/2024,1/22/2025,677,68,92820
P100549,Ceres,P041,12/27/2024,1/9/2025,284,40,67400
P100550,Basalt,P023,12/27/2024,1/28/2025,532,59,170982
P100551,Ceres,P048,12/28/2024,1/21/2025,267,32,6624
P100552,Basalt,P050,12/28/2024,2/3/2025,680,0,0
P100553,Apsis,P052,12/28/2024,1/28/2025,274,41,14555
P100554,Apsis,P066,12/29/2024,1/30/2025,223,25,2275
P100555,Basalt,P031,12/29/2024,1/14/2025,450,45,9450
P100556,Basalt,P058,12/29/2024,1/9/2025,728,87,8352
P100557,Ceres,P044,12/31/2024,1/20/2025,254,28,74452
P100558,Basalt,P025,12/31/2024,2/5/2025,445,0,0
P100559,Ceres,P025,12/31/2024,1/23/2025,232,26,40118
